gene,stage,annotation
CG11628,3,"('trunk mesoderm primordium P2', 'ubiquitous', 'hindgut anlage', 'anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'foregut anlage')"
CG11628,4,"('anterior endoderm primordium', 'trunk mesoderm primordium', 'ubiquitous', 'foregut primordium', 'ventral ectoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'inclusive hindgut primordium')"
CG11628,5,"('tracheal primordium', 'foregut primordium', 'anterior midgut primordium', 'ventral epidermis primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'dorsal epidermis primordium', 'trunk mesoderm primordium', 'head mesoderm primordium', 'ubiquitous')"
CG11628,6,"('embryonic ventral epidermis', 'embryonic dorsal epidermis', 'ubiquitous')"
CG11639,1,"('maternal',)"
CG11639,2,"('ubiquitous',)"
CG11639,3,"('trunk mesoderm primordium P2', 'anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'foregut anlage', 'ubiquitous')"
CG11639,4,"('trunk mesoderm primordium', 'plasmatocytes primordium', 'anterior endoderm primordium', 'posterior endoderm primordium', 'ubiquitous', 'foregut primordium')"
CG11639,5,"('tracheal primordium', 'plasmatocytes anlage', 'anterior midgut primordium', 'posterior midgut primordium', 'brain primordium', 'ventral nerve cord primordium', 'ubiquitous', 'foregut primordium')"
CG11639,6,"('embryonic hindgut', 'embryonic brain', 'ventral nerve cord', 'embryonic/larval tracheal system', 'embryonic midgut', 'embryonic/larval dorsal vessel', 'ubiquitous', 'embryonic foregut')"
CG11642,1,"('maternal', 'ubiquitous')"
CG11642,4,"('amnioserosa', 'head mesoderm primordium P2', 'amnioserosa primordium', 'ubiquitous')"
CG11642,5,"('foregut primordium', 'ventral epidermis primordium', 'dorsal epidermis primordium', 'amnioserosa', 'tracheal primordium', 'plasmatocytes anlage')"
CG11642,6,"('embryonic epipharynx', 'embryonic hypopharynx', 'embryonic salivary gland', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic/larval tracheal system', 'embryonic hindgut')"
CG11648,2,"('gap', 'ventral ectoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi', 'mesoderm anlage in statu nascendi', 'dorsal ectoderm anlage in statu nascendi')"
CG11648,3,"('ventral ectoderm primordium P2', 'ventral ectoderm primordium P2', 'dorsal ectoderm primordium', 'gap', 'trunk mesoderm primordium P2')"
CG11648,4,"('dorsal ectoderm primordium', 'ventral nerve cord primordium P3', 'ventral epidermis primordium P2', 'gap', 'trunk mesoderm primordium', 'ventral ectoderm primordium')"
CG11648,5,"('ventral epidermis primordium', 'dorsal epidermis primordium', 'visceral muscle primordium', 'ventral epidermis primordium', 'posterior spiracle specific anlage', 'dorsal epidermis primordium', 'ventral nerve cord primordium', 'muscle system primordium')"
CG11648,6,"('embryonic ventral epidermis', 'ventral nerve cord', 'embryonic dorsal epidermis', 'embryonic/larval posterior spiracle', 'embryonic/larval muscle system', 'ventral nerve cord', 'embryonic hindgut', 'amnioserosa', 'embryonic/larval dorsal trunk')"
CG11652,1,"('maternal',)"
CG11652,2,"('subset', 'anlage in statu nascendi', 'ubiquitous', 'mesoderm anlage in statu nascendi')"
CG11652,3,"('trunk mesoderm primordium P2', 'anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'ubiquitous')"
CG11652,4,"('amnioserosa', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'anterior endoderm primordium', 'posterior endoderm primordium', 'inclusive hindgut primordium', 'ubiquitous')"
CG11652,5,"('hindgut proper primordium', 'dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'amnioserosa', 'anterior midgut primordium', 'posterior midgut primordium', 'brain primordium', 'ventral nerve cord primordium', 'muscle system primordium', 'ubiquitous', 'trunk mesoderm primordium')"
CG11652,6,"('embryonic central nervous system', 'ventral nerve cord', 'embryonic hindgut', 'embryonic/larval muscle system', 'embryonic brain', 'embryonic midgut', 'yolk nuclei')"
CG11654,1,"('maternal',)"
CG11654,2,"('rapidly degraded',)"
CG11654,4,"('ubiquitous', 'faint ubiquitous', 'trunk mesoderm primordium', 'head mesoderm primordium P2', 'anterior endoderm primordium', 'posterior endoderm primordium')"
CG11654,5,"('anterior midgut primordium', 'posterior midgut primordium', 'Malpighian tubule primordium', 'longitudinal visceral mesoderm primordium', 'visceral muscle primordium', 'foregut primordium', 'hindgut proper primordium', 'trunk mesoderm primordium', 'head mesoderm primordium')"
CG11654,6,"('embryonic midgut', 'embryonic hindgut', 'embryonic Malpighian tubule', 'embryonic large intestine', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle', 'ring gland', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle')"
CG11658,5,"('dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'visceral muscle primordium', 'muscle system primordium', 'trunk mesoderm primordium')"
CG11658,6,"('embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle')"
CG11659,4,"('yolk nuclei',)"
CG11659,5,"('yolk nuclei',)"
CG11659,6,"('adult hindgut precursor', 'embryonic hindgut', 'yolk nuclei')"
CG11661,1,"('maternal',)"
CG11670,6,"('embryonic/larval tracheal system', 'embryonic central brain surface glia', 'lateral cord surface glia')"
CG11686,6,"('embryonic salivary gland duct', 'embryonic/larval tracheal system', 'embryonic/larval dorsal trunk', 'embryonic/larval visceral branch', 'embryonic midgut chamber', 'embryonic salivary gland common duct', 'embryonic midgut')"
CG1169,6,"('embryonic/larval tracheal system',)"
CG11695,1,"('maternal',)"
CG11695,2,"('ubiquitous',)"
CG11695,3,"('ubiquitous',)"
CG11695,4,"('ubiquitous',)"
CG11695,5,"('ubiquitous',)"
CG11695,6,"('ubiquitous',)"
CG11696,1,"('maternal',)"
CG11696,2,"('anlage in statu nascendi', 'segment polarity', 'cellular blastoderm', 'dorsal ectoderm anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi', 'ubiquitous')"
CG11696,3,"('hindgut anlage', 'dorsal ectoderm primordium', 'mesectoderm primordium', 'ventral ectoderm primordium P2', 'visual anlage', 'head mesoderm primordium P4', 'procephalic ectoderm anlage', 'posterior endoderm primordium P2', 'trunk mesoderm primordium P2', 'anterior endoderm anlage', 'ubiquitous')"
CG11696,4,"('procephalic ectoderm primordium', 'visual primordium', 'dorsal ectoderm primordium', 'mesectoderm primordium', 'ventral ectoderm primordium', 'trunk mesoderm primordium')"
CG11696,5,"('embryonic optic lobe primordium', 'stomatogastric nervous system primordium', 'clypeo-labral primordium', 'dorsal epidermis primordium', 'tracheal primordium', 'pars intercerebralis primordium', 'midline primordium')"
CG11696,6,"('embryonic stomatogastric nervous system', 'embryonic/larval tracheal system', 'embryonic optic lobe')"
CG1171,6,"('ring gland',)"
CG11715,6,"('embryonic central nervous system', 'embryonic central brain glia', 'ventral nerve cord', 'lateral cord glia', 'embryonic brain')"
CG11723,1,"('flag_for_volker', 'maternal')"
CG11723,2,"('maternal', 'ubiquitous')"
CG11723,3,"('ubiquitous',)"
CG11723,4,"('ubiquitous',)"
CG11723,6,"('ring gland', 'embryonic corpus allatum')"
CG11727,1,"('maternal', 'pole plasm', 'flag_for_volker')"
CG11727,5,"('salivary gland primordium', 'brain primordium', 'ventral nerve cord primordium')"
CG11727,6,"('embryonic brain', 'ventral nerve cord', 'embryonic salivary gland', 'embryonic salivary gland body')"
CG11738,1,"('maternal', 'ubiquitous')"
CG11738,2,"('cellular blastoderm', 'ubiquitous')"
CG11738,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'trunk mesoderm primordium', 'ubiquitous')"
CG11738,5,"('anterior midgut primordium', 'posterior midgut primordium', 'dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'muscle system primordium', 'trunk mesoderm primordium')"
CG11738,6,"('embryonic midgut', 'embryonic hindgut', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle', 'embryonic Malpighian tubule')"
CG11755,1,"('maternal',)"
CG11755,2,"('ubiquitous',)"
CG11755,3,"('trunk mesoderm primordium P2', 'head mesoderm primordium P4', 'faint ubiquitous')"
CG11755,4,"('procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'ventral ectoderm primordium')"
CG11755,5,"('ventral nerve cord primordium', 'dorsal pharyngeal muscle primordium', 'muscle system primordium')"
CG11755,6,"('embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle')"
CG11762,1,"('maternal',)"
CG11762,2,"('faint ubiquitous',)"
CG11762,3,"('head mesoderm primordium P4',)"
CG11762,4,"('head mesoderm primordium P2',)"
CG11762,5,"('head mesoderm primordium',)"
CG11762,6,"('ring gland',)"
CG11765,1,"('maternal',)"
CG11765,2,"('yolk nuclei', 'endoderm anlage in statu nascendi', 'posterior endoderm anlage in statu nascendi', 'hindgut anlage in statu nascendi')"
CG11765,3,"('posterior endoderm primordium P2', 'faint ubiquitous')"
CG11765,4,"('posterior endoderm primordium', 'head mesoderm primordium P2', 'inclusive hindgut primordium', 'anterior endoderm primordium', 'faint ubiquitous')"
CG11765,5,"('yolk nuclei',)"
CG11765,6,"('plasmatocytes', 'yolk nuclei')"
CG11771,1,"('maternal',)"
CG11771,6,"('embryonic gastric caecum', 'longitudinal visceral muscle fibers', 'embryonic anal pad', 'embryonic Malpighian tubule', 'embryonic hindgut', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic midgut', 'embryonic midgut chamber', 'embryonic large intestine')"
CG11776,6,"('ventral midline', 'dorsal/lateral sensory complexes', 'yolk nuclei', 'amnioserosa')"
CG11778,2,"('yolk nuclei',)"
CG11778,3,"('yolk nuclei',)"
CG11778,4,"('yolk nuclei', 'amnioserosa primordium')"
CG11778,5,"('amnioserosa', 'yolk nuclei')"
CG11778,6,"('yolk nuclei', 'amnioserosa')"
CG11779,1,"('maternal',)"
CG11779,2,"('faint ubiquitous',)"
CG11779,5,"('anterior midgut primordium', 'posterior midgut primordium', 'dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'visceral muscle primordium')"
CG11779,6,"('embryonic midgut', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'embryonic/larval visceral muscle', 'embryonic midgut chamber', 'embryonic hindgut')"
CG11783,1,"('maternal',)"
CG11783,2,"('faint ubiquitous',)"
CG11783,3,"('faint ubiquitous',)"
CG11783,4,"('faint ubiquitous',)"
CG11783,5,"('faint ubiquitous',)"
CG11783,6,"('embryonic proventriculus', 'embryonic midgut')"
CG11785,1,"('maternal',)"
CG11785,2,"('cellular blastoderm', 'ubiquitous')"
CG11785,4,"('ubiquitous',)"
CG11785,5,"('tracheal primordium', 'dorsal epidermis primordium', 'ubiquitous')"
CG11785,6,"('embryonic proventriculus', 'embryonic salivary gland', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic/larval tracheal system', 'embryonic salivary gland body', 'embryonic midgut', 'ubiquitous')"
CG11786,6,"('embryonic/larval dorsal trunk',)"
CG11788,1,"('maternal',)"
CG11788,2,"('ubiquitous',)"
CG11788,3,"('faint ubiquitous',)"
CG11788,4,"('ventral nerve cord primordium P3', 'posterior endoderm primordium', 'inclusive hindgut primordium')"
CG11788,5,"('ventral nerve cord primordium', 'head epidermis primordium P1')"
CG11788,6,"('embryonic head epidermis', 'ventral nerve cord', 'embryonic hindgut')"
CG11790,1,"('maternal',)"
CG11790,6,"('embryonic foregut', 'embryonic proventriculus', 'embryonic salivary gland', 'embryonic ventral epidermis', 'embryonic epipharynx', 'embryonic salivary gland body', 'embryonic hypopharynx')"
CG11791,1,"('maternal',)"
CG11791,2,"('maternal', 'ubiquitous', 'cellular blastoderm')"
CG11791,3,"('trunk mesoderm primordium P2', 'procephalic ectoderm anlage', 'head mesoderm primordium P4', 'ventral nerve cord anlage', 'ubiquitous')"
CG11791,4,"('procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'ubiquitous', 'yolk nuclei')"
CG11791,5,"('procrystal cell', 'amnioserosa', 'ubiquitous', 'yolk nuclei')"
CG11791,6,"('crystal cell', 'ubiquitous')"
CG11793,1,"('maternal',)"
CG11793,2,"('cellular blastoderm', 'ubiquitous', 'rapidly degraded')"
CG11793,3,"('pole cell', 'ubiquitous', 'faint ubiquitous')"
CG11793,4,"('germ cell',)"
CG11793,5,"('germ cell',)"
CG11793,6,"('embryonic midgut', 'embryonic midgut chamber', 'germ cell', 'embryonic central brain glia', 'lateral cord glia', 'embryonic Malpighian tubule', 'faint ubiquitous', 'embryonic/larval fat body')"
CG11796,6,"('embryonic ventral epidermis', 'embryonic dorsal epidermis')"
CG11797,5,"('clypeo-labral primordium', 'labial sensory complex primordium', 'dorsal epidermis primordium', 'atrium primordium')"
CG11797,6,"('embryonic head epidermis', 'embryonic labial sensory complex', 'sensory nervous system primordium', 'head epidermis dorsal', 'embryonic epipharynx', 'atrium', 'embryonic dorsal epidermis', 'head epidermis lateral', 'head epidermis ventral')"
CG11798,1,"('maternal',)"
CG11798,2,"('subset', 'anlage in statu nascendi', 'ectoderm anlage in statu nascendi', 'procephalic ectoderm anlage in statu nascendi', 'visual anlage in statu nascendi', 'mesoderm anlage in statu nascendi', 'trunk mesoderm anlage in statu nascendi', 'cellular blastoderm', 'dorsal ectoderm anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi')"
CG11798,3,"('procephalic ectoderm anlage', 'ventral ectoderm primordium P2', 'dorsal ectoderm primordium', 'trunk mesoderm primordium P2', 'mesectoderm primordium', 'head mesoderm primordium P4', 'visual anlage', 'ventral nerve cord anlage')"
CG11798,4,"('procephalic ectoderm primordium', 'visual primordium', 'ventral nerve cord primordium P3', 'dorsal ectoderm primordium', 'ventral ectoderm primordium', 'mesectoderm primordium', 'head mesoderm primordium P2', 'trunk mesoderm primordium')"
CG11798,5,"('embryonic central brain neuron', 'embryonic central brain glia', 'procephalic neuroblasts', 'lateral cord neuron', 'lateral cord glia', 'neuroblasts of ventral nervous system', 'dorsal epidermis primordium', 'ventral epidermis primordium', 'need new term(larval eye primordium)', 'embryonic optic lobe primordium', 'dorsal pharyngeal muscle primordium', 'cardiac mesoderm primordium', 'visceral muscle primordium', 'longitudinal visceral mesoderm primordium', 'somatic muscle primordium', 'brain primordium', 'ventral nerve cord primordium', 'trunk mesoderm primordium')"
CG11798,6,"('embryonic central nervous system', 'embryonic central brain neuron', 'embryonic central brain glia', 'embryonic optic lobe', 'embryonic head epidermis', 'sensory system head', 'ventral sensory complex primordium', 'ventral nerve cord', 'lateral cord neuron', 'lateral cord glia', 'embryonic brain', 'dorsal/lateral sensory complexes')"
CG11799,1,"('maternal', 'maternal')"
CG11804,1,"('maternal',)"
CG11804,6,"('embryonic/larval garland cell',)"
CG11811,1,"('maternal', 'ubiquitous')"
CG11811,2,"('maternal',)"
CG11811,5,"('dorsal pharyngeal muscle primordium', 'somatic muscle primordium', 'garland cell primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'ubiquitous', 'trunk mesoderm primordium', 'muscle system primordium')"
CG11811,6,"('embryonic/larval muscle system', 'embryonic midgut interstitial cell', 'embryonic midgut')"
CG11820,1,"('maternal', 'ubiquitous')"
CG11820,2,"('ubiquitous',)"
CG11820,3,"('ubiquitous',)"
CG11820,4,"('ventral nerve cord primordium P3', 'anterior endoderm primordium', 'posterior endoderm primordium', 'central brain primordium P3', 'faint ubiquitous')"
CG11820,5,"('anterior midgut primordium', 'posterior midgut primordium', 'brain primordium', 'ventral nerve cord primordium', 'faint ubiquitous')"
CG11820,6,"('embryonic brain', 'ventral nerve cord', 'embryonic midgut', 'faint ubiquitous')"
CG11822,5,"('embryonic optic lobe primordium', 'labral sensory complex primordium', 'maxillary sensory complex primordium', 'labial sensory complex primordium', 'plasmatocytes anlage')"
CG11822,6,"('sensory system head', 'embryonic foregut sensory structure', 'plasmatocytes')"
CG11824,6,"('embryonic ventral epidermis', 'embryonic anal pad', 'embryonic/larval posterior spiracle', 'embryonic head epidermis')"
CG11836,1,"('maternal',)"
CG11836,6,"('embryonic proventriculus outer layer', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic head epidermis', 'embryonic esophagus', 'atrium', 'embryonic hypopharynx')"
CG11837,1,"('maternal',)"
CG11837,5,"('anterior midgut primordium', 'posterior midgut primordium', 'somatic muscle primordium', 'trunk mesoderm primordium')"
CG11837,6,"('embryonic midgut', 'embryonic/larval muscle system')"
CG11839,1,"('maternal',)"
CG11839,2,"('ubiquitous',)"
